OutcomeType,AnimalType,SexuponOutcome,Breed,Color,mix_breed,clean_age,weekday,hour,day,month,Sex,neuter_status
Return_to_owner,Cat,Spayed Female,Domestic Shorthair Mix,Cream Tabby,1,72.0,5,11,6,6,Female,Spayed
Adoption,Dog,Neutered Male,Pit Bull Mix,Other,1,2.0,3,14,31,10,Male,Neutered
Transfer,Dog,Neutered Male,Other,Other,0,24.0,0,16,5,10,Male,Neutered
Adoption,Dog,Neutered Male,Miniature Schnauzer Mix,White,1,84.0,3,17,5,2,Male,Neutered
Return_to_owner,Dog,Intact Female,Rat Terrier Mix,Tricolor,1,120.0,2,15,11,12,Female,Intact
Transfer,Dog,Intact Male,Pit Bull Mix,Brown Brindle,1,10.0,4,15,5,2,Male,Intact
Adoption,Dog,Spayed Female,Other,White,0,120.0,0,11,9,3,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Other,1,10.0,5,17,6,2,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Tortie,1,12.0,3,20,26,11,Female,Intact
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,White,1,3.0,3,17,12,12,Female,Spayed
Adoption,Dog,Spayed Female,Jack Russell Terrier Mix,White/Brown,1,12.0,0,18,17,2,Female,Spayed
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Other,1,2.0,1,16,23,9,Male,Neutered
Return_to_owner,Dog,Neutered Male,Other,Red,1,84.0,1,14,31,12,Male,Neutered
Return_to_owner,Cat,Neutered Male,Domestic Medium Hair Mix,Black,1,24.0,3,17,13,3,Male,Neutered
Adoption,Dog,Spayed Female,Pit Bull Mix,Blue/White,1,36.0,6,16,4,10,Female,Spayed
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,White/Tan,1,12.0,1,15,11,2,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,1,3.0,2,17,22,7,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black,1,1.0,6,16,1,6,Male,Neutered
Transfer,Dog,Spayed Female,Australian Cattle Dog Mix,Other,1,7.0,2,12,16,4,Female,Spayed
Return_to_owner,Dog,Spayed Female,Other,Black,1,60.0,0,14,30,12,Female,Spayed
Transfer,Dog,Intact Female,Rat Terrier Mix,Tricolor,1,1.0,5,13,4,4,Female,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black,1,10.0,3,13,13,11,Male,Neutered
Transfer,Dog,Spayed Female,Pit Bull Mix,White,1,24.0,3,13,7,1,Female,Spayed
Died,Cat,Intact Female,Domestic Longhair Mix,Black,1,2.0,0,16,24,8,Female,Intact
Transfer,Dog,Intact Female,Labrador Retriever Mix,Black,1,2.0,3,13,21,1,Female,Intact
Return_to_owner,Dog,Spayed Female,Other,Red/White,0,9.0,3,17,28,8,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,10.0,2,17,16,4,Female,Spayed
Transfer,Dog,Intact Male,German Shepherd Mix,Black/Tan,1,1.0,1,18,19,11,Male,Intact
Transfer,Dog,Intact Male,Other,Other,0,5.0,0,13,14,9,Male,Intact
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,1,3.0,6,9,9,11,Female,Intact
Transfer,Dog,Neutered Male,Other,White,0,60.0,1,11,18,3,Male,Neutered
Transfer,Dog,Neutered Male,Other,Brown/White,0,24.0,5,16,16,1,Male,Neutered
Adoption,Dog,Spayed Female,Boxer Mix,Black/White,1,6.0,5,16,30,5,Female,Spayed
Adoption,Dog,Neutered Male,Pit Bull Mix,White/Brown,1,12.0,3,12,15,10,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby/White,1,1.0,0,19,14,9,Female,Intact
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,1,0.75,3,14,17,4,Male,Intact
Adoption,Dog,Neutered Male,Labrador Retriever Mix,Brown Brindle,1,2.0,6,18,8,2,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,1,0.25,4,15,12,9,Female,Intact
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,1,0.5,1,15,30,9,Female,Intact
Transfer,Cat,Intact Female,Domestic Shorthair Mix,White/Blue,1,12.0,0,15,21,10,Female,Intact
Adoption,Dog,Neutered Male,Labrador Retriever Mix,Buff,1,36.0,1,17,8,4,Male,Neutered
Return_to_owner,Dog,Neutered Male,Labrador Retriever Mix,Other,1,120.0,5,16,11,1,Male,Neutered
Adoption,Dog,Neutered Male,Other,Red,1,24.0,6,16,3,5,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Tortie,1,1.0,6,15,7,6,Female,Intact
Adoption,Dog,Neutered Male,Miniature Poodle Mix,Black,1,36.0,4,16,3,7,Male,Neutered
Transfer,Cat,Intact Female,Domestic Medium Hair Mix,Brown Tabby,1,0.75,3,15,28,11,Female,Intact
Return_to_owner,Dog,Neutered Male,Other,Other,1,36.0,6,16,6,7,Male,Neutered
Transfer,Dog,Intact Male,Chihuahua Shorthair Mix,Black/White,1,24.0,3,14,21,5,Male,Intact
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,Tricolor,1,48.0,3,19,11,6,Female,Spayed
Adoption,Dog,Neutered Male,Other,Tricolor,0,3.0,4,17,12,9,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby/White,1,1.0,1,11,3,11,Male,Intact
Adoption,Dog,Spayed Female,Pit Bull Mix,White/Tan,1,2.0,3,18,21,11,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,1,2.0,5,18,18,7,Female,Spayed
Adoption,Dog,Neutered Male,Other,White/Brown,0,36.0,6,16,2,8,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,2.0,5,16,5,12,Female,Spayed
Adoption,Dog,Neutered Male,Other,Black/Brown,0,12.0,0,17,14,9,Male,Neutered
Euthanasia,Dog,Intact Female,Chihuahua Shorthair Mix,White/Tan,1,144.0,4,15,17,1,Female,Intact
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,Black/Tan,1,6.0,4,12,26,12,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,1,0.75,3,18,16,10,Female,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black,1,2.0,5,19,18,7,Male,Neutered
Adoption,Dog,Spayed Female,Border Collie Mix,Other,1,48.0,5,17,12,10,Female,Spayed
Euthanasia,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,24.0,6,17,24,5,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black,1,4.0,3,9,20,8,Male,Intact
Transfer,Dog,Spayed Female,Other,Tan,0,24.0,6,11,15,3,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,1,2.0,2,16,31,12,Male,Neutered
Transfer,Dog,Intact Male,Other,White/Tan,0,4.0,6,15,3,8,Male,Intact
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,1,1.0,0,12,22,6,Female,Intact
Return_to_owner,Dog,Spayed Female,Rat Terrier Mix,White/Black,1,36.0,2,11,30,7,Female,Spayed
Adoption,Dog,Spayed Female,Pit Bull Mix,Brown Brindle/White,1,12.0,0,11,31,3,Female,Spayed
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,1,5.0,4,13,18,9,Male,Neutered
Return_to_owner,Dog,Intact Female,Pit Bull Mix,Brown,1,36.0,3,17,19,2,Female,Intact
Adoption,Dog,Neutered Male,Other,Red,1,10.0,2,17,16,9,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,1,3.0,6,18,23,8,Male,Neutered
Transfer,Dog,Neutered Male,Other,White/Brown,1,4.0,0,17,10,2,Male,Neutered
Return_to_owner,Dog,Spayed Female,German Shepherd Mix,Black/Brown,1,8.0,1,17,10,6,Female,Spayed
Transfer,Cat,Spayed Female,Domestic Medium Hair Mix,Calico,1,12.0,1,14,25,11,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Medium Hair Mix,Brown Tabby/White,1,72.0,5,13,19,9,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,84.0,6,14,1,2,Female,Spayed
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown,1,6.0,4,17,23,1,Female,Spayed
Return_to_owner,Dog,Neutered Male,Other,Black/White,0,72.0,6,13,3,5,Male,Neutered
Return_to_owner,Dog,Spayed Female,Other,Black,0,156.0,3,14,13,3,Female,Spayed
Transfer,Dog,Intact Male,Other,White,0,0.0,0,14,4,11,Male,Intact
Adoption,Dog,Spayed Female,Catahoula Mix,Black/White,1,12.0,5,16,30,5,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Tortie,1,24.0,4,14,2,1,Female,Intact
Transfer,Dog,Spayed Female,Dachshund Mix,Black/Tan,1,180.0,3,14,17,4,Female,Spayed
Adoption,Dog,Neutered Male,Yorkshire Terrier Mix,Other,1,12.0,6,12,27,9,Male,Neutered
Adoption,Dog,Spayed Female,Pit Bull Mix,Brown/White,1,60.0,1,10,29,12,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,2.0,4,9,19,12,Female,Spayed
Died,Cat,Intact Male,Domestic Shorthair Mix,White/Black,1,1.0,5,9,11,7,Male,Intact
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby,1,1.0,1,13,23,6,Female,Intact
Return_to_owner,Dog,Spayed Female,Cairn Terrier Mix,Other,1,60.0,2,16,3,2,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Black/White,1,1.0,2,17,20,8,Female,Intact
Adoption,Dog,Neutered Male,Other,Black/White,1,60.0,3,13,29,10,Male,Neutered
Transfer,Cat,Spayed Female,Domestic Longhair Mix,Black/White,1,72.0,1,13,12,8,Female,Spayed
Adoption,Dog,Neutered Male,Other,Black/Tan,0,2.0,6,17,10,8,Male,Neutered
Transfer,Dog,Intact Male,Other,Other,1,12.0,1,12,25,8,Male,Intact
Transfer,Dog,Neutered Male,Labrador Retriever Mix,Black,1,12.0,1,14,18,8,Male,Neutered
Return_to_owner,Dog,Neutered Male,Other,White/Black,1,3.0,5,11,9,11,Male,Neutered
Euthanasia,Dog,Intact Male,Pit Bull Mix,Black/White,1,12.0,0,17,20,4,Male,Intact
Return_to_owner,Dog,Intact Male,Labrador Retriever Mix,Black,1,36.0,5,11,8,11,Male,Intact
Transfer,Dog,Intact Female,Chihuahua Shorthair Mix,Brown/White,1,12.0,4,15,17,7,Female,Intact
Adoption,Dog,Neutered Male,Other,Sable,0,12.0,5,17,11,4,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black,1,2.0,5,14,21,6,Male,Intact
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,1,4.0,5,14,2,11,Male,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,1,2.0,0,10,30,6,Male,Neutered
Transfer,Dog,Neutered Male,Pit Bull Mix,Tan/White,1,12.0,1,12,29,7,Male,Neutered
Return_to_owner,Dog,Intact Male,Other,Other,1,96.0,5,17,23,5,Male,Intact
Return_to_owner,Cat,Unknown,Domestic Shorthair Mix,Black,1,4.0,5,13,12,9,Unknown,Unknown
Return_to_owner,Dog,Intact Male,Other,Black/White,0,96.0,6,15,26,4,Male,Intact
Return_to_owner,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,60.0,0,18,17,11,Female,Spayed
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,1,10.0,0,14,30,11,Female,Spayed
Transfer,Dog,Neutered Male,Other,White/Tan,0,2.0,6,13,9,3,Male,Neutered
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown/White,1,3.0,6,17,22,12,Male,Neutered
Adoption,Cat,Neutered Male,Siamese Mix,Seal Point,1,36.0,1,14,4,8,Male,Neutered
Euthanasia,Dog,Spayed Female,Miniature Schnauzer Mix,Black/Tan,1,24.0,3,14,28,5,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,96.0,1,11,5,5,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,1,0.75,4,14,30,5,Male,Intact
Return_to_owner,Dog,Spayed Female,Other,Cream,0,24.0,1,18,25,8,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby,1,24.0,6,19,13,10,Female,Spayed
Transfer,Dog,Neutered Male,Other,Black/White,1,36.0,0,0,7,12,Male,Neutered
Adoption,Dog,Neutered Male,Other,Other,0,5.0,4,16,10,10,Male,Neutered
Return_to_owner,Dog,Neutered Male,Labrador Retriever Mix,Yellow,1,12.0,4,14,13,6,Male,Neutered
Adoption,Dog,Spayed Female,Other,White/Black,1,2.0,4,17,11,12,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Black,1,10.0,4,9,15,5,Female,Intact
Died,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,144.0,1,9,6,1,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Calico,1,1.0,1,17,26,5,Female,Intact
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black,1,0.0,3,15,16,4,Unknown,Unknown
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black/White,1,0.25,3,15,16,4,Unknown,Unknown
Euthanasia,Cat,Neutered Male,Domestic Shorthair Mix,White/Blue,1,204.0,5,17,4,4,Male,Neutered
Return_to_owner,Dog,Neutered Male,Miniature Poodle Mix,White,1,36.0,6,17,8,11,Male,Neutered
Adoption,Dog,Spayed Female,Other,Fawn/White,0,24.0,6,12,17,8,Female,Spayed
Return_to_owner,Dog,Neutered Male,Labrador Retriever Mix,Black,1,24.0,1,14,18,2,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black,1,3.0,4,17,19,6,Male,Neutered
Transfer,Cat,Unknown,Domestic Shorthair Mix,White/Black,1,24.0,3,19,22,5,Unknown,Unknown
Transfer,Cat,Neutered Male,Domestic Medium Hair Mix,Blue,1,36.0,2,19,20,1,Male,Neutered
Adoption,Dog,Spayed Female,Other,Other,1,2.0,6,17,6,12,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,2.0,6,18,7,6,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,2.0,1,8,6,1,Male,Neutered
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby,1,1.0,2,12,24,6,Female,Spayed
Adoption,Dog,Intact Male,Other,White,0,12.0,4,15,28,11,Male,Intact
Return_to_owner,Dog,Intact Female,Australian Cattle Dog Mix,Other,1,24.0,1,12,19,5,Female,Intact
Transfer,Dog,Spayed Female,Other,Brown/White,0,24.0,4,11,21,3,Female,Spayed
Transfer,Cat,Unknown,Domestic Shorthair Mix,White/Black,1,0.0,4,18,24,4,Unknown,Unknown
Transfer,Dog,Neutered Male,Yorkshire Terrier Mix,Other,1,24.0,2,19,9,9,Male,Neutered
Transfer,Cat,Intact Male,Domestic Medium Hair Mix,Black,1,0.0,3,11,15,5,Male,Intact
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Black,1,0.75,6,13,6,7,Female,Intact
Return_to_owner,Dog,Intact Male,Rat Terrier Mix,Tricolor,1,84.0,1,17,17,6,Male,Intact
Return_to_owner,Dog,Neutered Male,Other,Chocolate,1,24.0,3,11,5,11,Male,Neutered
Return_to_owner,Dog,Intact Male,Chihuahua Longhair Mix,Buff,1,144.0,3,11,7,8,Male,Intact
Transfer,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,1,24.0,2,15,26,2,Unknown,Unknown
Adoption,Cat,Intact Male,Other,Seal Point,1,1.0,4,14,6,6,Male,Intact
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,1,0.5,4,14,26,9,Female,Intact
Adoption,Dog,Spayed Female,Rottweiler Mix,Black/Tan,1,36.0,3,17,18,9,Female,Spayed
Adoption,Dog,Neutered Male,Other,Other,1,48.0,2,12,22,10,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Medium Hair Mix,Brown Tabby/White,1,2.0,1,18,26,5,Male,Neutered
Adoption,Dog,Spayed Female,Other,Red,0,36.0,5,14,24,5,Female,Spayed
Return_to_owner,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,12.0,2,16,29,7,Male,Neutered
Died,Dog,Intact Female,Pit Bull Mix,Other,1,2.0,3,15,3,9,Female,Intact
Return_to_owner,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White,1,10.0,5,17,26,7,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,1,12.0,1,9,14,4,Male,Intact
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Black,1,12.0,6,14,12,1,Female,Spayed
Return_to_owner,Dog,Spayed Female,Other,Other,1,2.0,4,17,5,9,Female,Spayed
Return_to_owner,Dog,Neutered Male,Pit Bull Mix,White/Brown,1,24.0,2,16,15,1,Male,Neutered
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,5.0,1,9,25,8,Male,Neutered
Adoption,Dog,Neutered Male,Labrador Retriever Mix,Black,1,12.0,6,18,15,2,Male,Neutered
Adoption,Dog,Spayed Female,Other,White/Black,0,1.0,3,16,31,12,Female,Spayed
Return_to_owner,Dog,Neutered Male,Pit Bull Mix,Black/White,1,12.0,2,18,4,11,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,1,8.0,5,16,30,8,Male,Neutered
Adoption,Dog,Spayed Female,Other,Black,1,8.0,6,16,14,2,Female,Spayed
Adoption,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White,1,24.0,3,14,7,11,Male,Neutered
Return_to_owner,Dog,Intact Female,Pit Bull Mix,Tan/White,1,108.0,4,16,24,7,Female,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,2.0,5,11,24,1,Female,Spayed
Return_to_owner,Dog,Neutered Male,Labrador Retriever Mix,Brown,1,12.0,6,17,20,4,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair,Brown Tabby,0,3.0,4,11,31,7,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Blue,1,2.0,2,11,24,12,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,1,12.0,4,9,3,7,Female,Intact
Return_to_owner,Dog,Spayed Female,Other,Other,1,132.0,5,18,21,6,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Black/White,1,12.0,4,13,9,1,Female,Intact
Return_to_owner,Dog,Neutered Male,Other,Brown Brindle/White,1,36.0,1,11,23,6,Male,Neutered
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Black,1,3.0,2,13,23,12,Male,Neutered
Transfer,Dog,Spayed Female,Other,Black/White,1,24.0,4,11,20,2,Female,Spayed
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,1,10.0,3,14,4,9,Male,Neutered
Transfer,Cat,Neutered Male,Domestic Medium Hair Mix,Brown Tabby/White,1,2.0,1,12,26,5,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black,1,2.0,5,18,22,8,Male,Neutered
Adoption,Dog,Spayed Female,Other,Black/Brown,0,7.0,5,16,1,8,Female,Spayed
Transfer,Dog,Neutered Male,Other,Black/Brown,1,84.0,5,17,25,10,Male,Neutered
Euthanasia,Cat,Intact Female,Domestic Shorthair Mix,Other,1,96.0,1,15,2,6,Female,Intact
Return_to_owner,Dog,Neutered Male,American Bulldog Mix,Blue/White,1,48.0,5,10,16,5,Male,Neutered
Return_to_owner,Dog,Neutered Male,Rat Terrier Mix,White/Black,1,24.0,2,16,23,12,Male,Neutered
Transfer,Dog,Intact Male,Other,Brown Brindle/White,0,72.0,1,14,19,5,Male,Intact
Return_to_owner,Dog,Neutered Male,Other,Tricolor,0,60.0,0,18,19,5,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,1,2.0,5,18,21,12,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,White/Black,1,1.0,0,13,29,6,Male,Intact
Adoption,Cat,Neutered Male,Other,Black,0,2.0,4,14,4,10,Male,Neutered
Transfer,Dog,Spayed Female,Border Collie Mix,Black/White,1,24.0,3,16,11,12,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,1,156.0,6,16,14,6,Male,Neutered
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,White/Brown,1,60.0,1,18,6,1,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,1,2.0,4,14,17,7,Male,Intact
Adoption,Cat,Spayed Female,Siamese Mix,Other,1,5.0,4,17,1,8,Female,Spayed
Transfer,Cat,Intact Female,Siamese Mix,Lynx Point,1,24.0,0,14,20,4,Female,Intact
Return_to_owner,Dog,Spayed Female,Pit Bull Mix,Blue/White,1,60.0,5,18,2,5,Female,Spayed
Adoption,Dog,Neutered Male,Pit Bull Mix,Red,1,108.0,0,13,13,10,Male,Neutered
Transfer,Dog,Neutered Male,Other,Black/White,0,10.0,4,15,20,12,Male,Neutered
Transfer,Dog,Neutered Male,Other,Brown/White,0,4.0,3,13,7,11,Male,Neutered
Euthanasia,Dog,Neutered Male,Australian Cattle Dog Mix,Other,1,48.0,2,19,14,5,Male,Neutered
Adoption,Dog,Neutered Male,Other,Brown Brindle,1,3.0,2,17,9,9,Male,Neutered
Transfer,Dog,Neutered Male,Pit Bull Mix,Blue,1,72.0,5,16,4,10,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Longhair Mix,Orange Tabby,1,2.0,1,14,3,6,Male,Neutered
Transfer,Dog,Intact Male,Other,Tan/Black,0,5.0,3,16,14,8,Male,Intact
Transfer,Dog,Intact Female,Other,Brown Brindle,1,5.0,2,12,15,1,Female,Intact
Return_to_owner,Dog,Spayed Female,Other,Buff,0,96.0,2,17,20,5,Female,Spayed
Return_to_owner,Dog,Neutered Male,Other,Brown/White,1,24.0,4,17,20,11,Male,Neutered
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,White/Black,1,84.0,5,17,5,4,Male,Neutered
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby,1,8.0,2,15,1,10,Female,Spayed
Adoption,Dog,Neutered Male,Other,White/Brown,0,24.0,5,18,3,1,Male,Neutered
Transfer,Dog,Intact Female,Other,Tan/White,0,6.0,4,16,17,10,Female,Intact
Euthanasia,Cat,Unknown,Domestic Shorthair Mix,Black,1,0.25,6,0,13,9,Unknown,Unknown
Adoption,Dog,Neutered Male,Other,Other,1,6.0,3,14,11,2,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,1,24.0,0,14,26,5,Female,Intact
Adoption,Dog,Intact Female,Other,Other,0,2.0,4,15,1,8,Female,Intact
Transfer,Dog,Intact Female,Beagle Mix,Black/White,1,4.0,4,14,20,2,Female,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,24.0,3,14,3,7,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,1,0.75,5,16,3,5,Female,Intact
Return_to_owner,Dog,Spayed Female,Jack Russell Terrier Mix,White,1,48.0,6,18,30,11,Female,Spayed
Adoption,Dog,Neutered Male,Other,Black/White,1,4.0,6,12,9,11,Male,Neutered
Transfer,Dog,Neutered Male,Miniature Poodle Mix,Other,1,36.0,6,17,3,11,Male,Neutered
Adoption,Dog,Neutered Male,Other,White/Black,1,7.0,5,15,29,8,Male,Neutered
Return_to_owner,Dog,Spayed Female,Other,White/Black,1,72.0,6,13,30,11,Female,Spayed
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,1,4.0,0,14,20,7,Female,Spayed
Adoption,Dog,Spayed Female,Other,Black/White,0,1.0,0,17,30,6,Female,Spayed
Adoption,Dog,Spayed Female,Labrador Retriever Mix,Brown/White,1,24.0,4,17,18,4,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,1,36.0,6,18,1,2,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black,1,0.25,4,15,9,5,Male,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,1,2.0,5,15,16,11,Male,Neutered
Transfer,Dog,Spayed Female,Other,Tan/White,0,2.0,6,17,22,6,Female,Spayed
Return_to_owner,Dog,Neutered Male,Other,Other,1,108.0,6,19,27,10,Male,Neutered
Transfer,Cat,Intact Female,Siamese Mix,Lynx Point,1,0.75,3,15,27,3,Female,Intact
Died,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,1,1.0,0,12,21,7,Female,Intact
Adoption,Dog,Neutered Male,Other,Blue,0,24.0,0,14,4,8,Male,Neutered
Adoption,Dog,Neutered Male,Border Collie Mix,White/Black,1,4.0,3,16,18,12,Male,Neutered
Adoption,Dog,Spayed Female,German Shepherd Mix,Brown/Black,1,12.0,4,18,27,12,Female,Spayed
Adoption,Dog,Spayed Female,Other,Tan/White,0,2.0,5,12,13,2,Female,Spayed
Adoption,Dog,Neutered Male,Dachshund Mix,Brown,1,84.0,5,13,19,7,Male,Neutered
Adoption,Dog,Neutered Male,Pit Bull Mix,White/Tan,1,10.0,4,18,24,10,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Medium Hair Mix,Orange Tabby/White,1,2.0,3,11,9,7,Male,Neutered
Return_to_owner,Dog,Neutered Male,Other,Tricolor,0,7.0,4,17,17,1,Male,Neutered
Transfer,Dog,Neutered Male,Other,Tricolor,0,120.0,0,15,7,4,Male,Neutered
Adoption,Dog,Neutered Male,Other,Chocolate/White,0,7.0,5,16,8,8,Male,Neutered
Adoption,Dog,Neutered Male,Other,Brown Brindle/White,1,24.0,0,16,7,4,Male,Neutered
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Tricolor,1,96.0,6,13,14,2,Male,Neutered
Transfer,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,1,12.0,3,8,29,5,Unknown,Unknown
Transfer,Dog,Intact Female,Other,White/Black,0,12.0,1,15,22,10,Female,Intact
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,1,6.0,5,9,28,2,Male,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby/White,1,2.0,1,18,2,9,Female,Spayed
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown,1,24.0,6,19,10,5,Male,Neutered
Return_to_owner,Dog,Neutered Male,Border Collie Mix,Black/White,1,108.0,0,13,4,5,Male,Neutered
Adoption,Dog,Spayed Female,Catahoula Mix,Other,1,60.0,5,18,6,12,Female,Spayed
Transfer,Dog,Intact Male,Pit Bull Mix,Other,1,0.0,3,14,13,3,Male,Intact
Transfer,Dog,Spayed Female,German Shepherd Mix,Black/Tan,1,6.0,4,17,7,8,Female,Spayed
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,1,2.0,2,16,24,6,Female,Spayed
Transfer,Dog,Neutered Male,Other,Brown Brindle/White,1,48.0,0,12,28,10,Male,Neutered
Return_to_owner,Dog,Intact Male,Pit Bull Mix,Brown Brindle/White,1,12.0,6,14,4,1,Male,Intact
